Province,Address,Province Latitude,Province Longitude,Date,AQI,CO,NO2,O3,PM-10,PM-2.5,SO2,Primary Pollutant,Fog,Humidity,Temperature,Wind Speed,Pressure
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-05-26,209,0.2,7.4,9.4,12.68,159.0,5.1,PM-2.5,26.0,83.0,29.0,2.0,1009.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-05-28,160,3.253846153846154,7.092857142857143,10.75,12.68,72.0,4.457142857142856,PM-2.5,27.0,88.0,29.0,2.0,1010.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-05-28,172,0.2,6.9,10.2,12.68,97.0,5.1,PM-2.5,27.0,88.0,29.0,2.0,1010.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-05-30,147,3.253846153846154,7.092857142857143,10.75,12.68,54.0,4.457142857142856,PM-2.5,24.0,50.0,36.0,1.5,1002.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-05-30,175,0.1,6.9,11.8,12.68,102.0,4.6,PM-2.5,24.0,50.0,36.0,1.5,1002.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-05-05,63,5.0,7.092857142857143,10.75,12.0,18.0,4.457142857142856,PM-2.5,22.5,83.0,25.5,1.2,1012.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-12,156,0.13,6.210000000000001,7.629999999999998,43.979938034631346,65.0,4.25,PM-2.5,23.0,52.0,34.0,3.6,1002.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-12,156,0.1,7.4,10.2,43.979938034631346,65.0,5.1,PM-2.5,23.0,52.0,34.0,3.6,1002.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-13,154,0.13,6.210000000000001,7.629999999999998,43.979938034631346,61.0,4.25,PM-2.5,25.0,88.0,27.0,4.6,1003.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-13,70,0.1,6.4,6.5,43.979938034631346,21.0,5.1,PM-10,25.0,88.0,27.0,4.6,1003.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-14,107,0.13,6.210000000000001,7.629999999999998,43.979938034631346,38.0,4.25,PM-10,22.0,52.0,33.0,4.1,1001.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-14,144,0.1,7.4,5.7,43.979938034631346,53.0,5.6,PM-2.5,22.0,52.0,33.0,4.1,1001.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-19,107,0.13,6.210000000000001,7.629999999999998,43.979938034631346,38.0,4.25,PM-10,27.0,74.0,32.0,1.0,1003.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-21,153,0.1,6.4,4.5,43.979938034631346,59.0,3.6,PM-2.5,23.0,51.0,34.5,1.5,1000.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-22,132,0.13,6.210000000000001,7.629999999999998,43.979938034631346,48.0,4.25,PM-2.5,26.0,76.5,30.5,2.3,1003.5
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-22,190,0.1,6.4,10.6,43.979938034631346,132.0,3.6,PM-2.5,26.0,76.5,30.5,2.3,1003.5
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-23,158,0.13,6.210000000000001,7.629999999999998,43.979938034631346,70.0,4.25,PM-2.5,25.0,88.0,27.0,1.8,1005.5
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-23,157,0.2,6.4,9.8,43.979938034631346,68.0,3.6,PM-2.5,25.0,88.0,27.0,1.8,1005.5
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-24,163,0.13,6.210000000000001,7.629999999999998,43.979938034631346,78.0,4.25,PM-2.5,28.0,79.0,32.0,1.5,1003.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-24,165,0.2,6.4,9.8,43.979938034631346,82.0,3.6,PM-2.5,28.0,79.0,32.0,1.5,1003.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-26,155,0.13,6.210000000000001,7.629999999999998,43.979938034631346,63.0,4.25,PM-2.5,23.5,52.5,34.5,2.8,1001.5
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-26,117,0.1,5.1,9.8,43.979938034631346,42.0,4.1,PM-10,23.5,52.5,34.5,2.8,1001.5
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-28,105,0.13,6.210000000000001,7.629999999999998,43.979938034631346,37.0,4.25,PM-10,22.0,42.0,37.0,2.5,999.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-28,107,0.1,5.1,5.3,43.979938034631346,38.0,4.1,PM-10,22.0,42.0,37.0,2.5,999.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-06-29,107,0.13,6.210000000000001,7.629999999999998,43.979938034631346,38.0,4.25,PM-10,24.0,62.0,32.0,1.5,1001.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-06-29,154,0.2,5.1,4.1,43.979938034631346,61.0,4.1,PM-2.5,24.0,62.0,32.0,1.5,1001.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-05,102,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,36.0,4.3,PM-10,20.0,46.0,33.0,2.0,1002.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-05,144,0.2,5.1,4.5,39.625,53.0,4.1,PM-2.5,20.0,46.0,33.0,2.0,1002.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-06,155,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,63.0,4.3,PM-2.5,26.0,70.0,32.0,2.5,1005.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-06,149,0.2,5.1,3.3,39.625,55.0,4.6,PM-2.5,26.0,70.0,32.0,2.5,1005.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-14,112,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,40.0,4.3,PM-2.5,22.0,52.0,33.0,4.6,1007.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-14,156,0.1,12.8,3.3,39.625,65.0,5.1,PM-2.5,23.0,52.0,34.0,4.6,1006.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-07-14,152,7.0,23.0,4.0,61.0,58.0,5.0,PM-10,22.0,52.0,33.0,4.6,1007.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-07-14,61,2.0,6.0,4.592307692307693,12.0,17.0,4.3,PM-2.5,24.5,64.5,32.0,4.3,1007.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-07-14,76,5.0,20.0,4.592307692307693,21.0,24.0,4.3,PM-2.5,24.5,64.5,32.0,4.3,1007.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-07-14,117,3.0,8.0,4.0,41.0,42.0,1.0,PM-2.5,22.5,53.5,33.0,4.3,1007.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-07-14,152,6.0,10.0,4.592307692307693,44.0,57.0,4.3,PM-2.5,22.0,52.0,33.0,4.6,1007.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-07-14,82,1.0,5.0,4.592307692307693,20.0,27.0,4.3,PM-2.5,22.0,52.0,33.0,4.6,1007.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-07-14,147,8.0,18.0,4.592307692307693,42.0,54.0,4.3,PM-2.5,22.0,52.0,33.0,4.6,1007.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-07-14,91,5.0,11.66842105263158,4.592307692307693,24.0,31.0,4.3,PM-2.5,24.5,64.5,32.0,4.3,1007.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-23,107,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,38.0,4.3,PM-10,26.0,100.0,26.0,2.5,999.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-23,144,0.1,6.4,7.4,39.625,53.0,4.6,PM-2.5,26.0,100.0,26.0,3.3,998.5
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-07-22,211,17.0,11.66842105263158,1.0,56.0,60.0,4.3,PM-2.5,27.0,94.0,28.0,0.5,1000.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-07-22,137,3.0,13.0,4.592307692307693,42.0,50.0,4.3,PM-2.5,27.0,97.0,27.5,1.5,999.5
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-07-22,176,14.0,25.0,4.592307692307693,28.0,41.0,4.3,PM-2.5,27.0,97.0,27.5,1.5,999.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-07-22,160,9.0,15.0,4.592307692307693,48.0,73.0,4.3,PM-2.5,27.0,94.0,28.0,0.5,1000.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-07-22,175,12.0,16.0,4.592307692307693,59.0,102.0,4.3,PM-2.5,27.0,97.0,27.5,1.5,999.5
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-07-22,115,4.0,10.0,4.592307692307693,28.0,41.0,4.3,PM-2.5,27.0,94.0,28.0,0.5,1000.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-07-22,169,7.0,18.0,4.592307692307693,58.0,91.0,4.3,PM-2.5,27.0,94.0,28.0,0.5,1000.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-07-22,126,11.0,11.66842105263158,4.592307692307693,29.0,40.0,4.3,PM-2.5,27.0,94.0,28.0,0.5,1000.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-25,142,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,52.0,4.3,PM-2.5,27.0,84.0,30.0,3.0,1001.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-25,171,0.1,7.8,7.8,39.625,95.0,4.6,PM-2.5,27.0,84.0,30.0,3.0,1001.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-07-25,161,8.0,11.66842105263158,1.0,58.0,74.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-07-25,119,2.0,7.0,4.592307692307693,37.0,43.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-07-25,137,4.0,17.0,4.592307692307693,35.0,50.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-07-25,112,3.0,7.0,4.592307692307693,56.0,40.0,4.3,PM-10,27.0,84.0,30.0,3.0,1001.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-07-25,163,7.0,10.0,4.592307692307693,69.0,78.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-07-25,144,3.0,13.0,4.592307692307693,36.0,53.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-07-25,165,4.0,11.0,4.592307692307693,60.0,83.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-07-25,158,5.0,11.66842105263158,4.592307692307693,44.0,69.0,4.3,PM-2.5,28.0,91.5,29.5,2.5,1001.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-28,102,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,36.0,4.3,PM-10,23.0,47.0,36.0,2.0,995.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-28,144,0.1,4.6,13.9,39.625,53.0,4.6,PM-2.5,23.0,47.0,36.0,2.0,995.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-07-28,93,2.0,11.66842105263158,2.0,37.0,32.0,4.3,PM-10,23.0,47.0,36.0,2.5,995.5
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-07-28,63,1.0,5.0,4.592307692307693,10.0,18.0,4.3,PM-2.5,23.0,47.0,36.0,2.0,995.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-07-28,50,3.0,13.0,4.592307692307693,9.0,12.0,4.3,NO2,23.0,47.0,36.0,2.0,995.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-07-28,127,1.0,3.0,4.592307692307693,34.0,46.0,4.3,PM-2.5,23.0,47.0,36.0,2.5,995.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-07-28,119,5.0,9.0,4.592307692307693,36.0,43.0,4.3,PM-2.5,23.0,47.0,36.0,2.0,995.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-07-28,50,1.0,4.0,4.592307692307693,9.0,12.0,4.3,PM-2.5,23.0,47.0,36.0,2.0,995.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-07-28,129,4.0,11.0,4.592307692307693,36.0,47.0,4.3,PM-2.5,23.0,47.0,36.0,2.0,995.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-07-28,63,4.0,11.66842105263158,4.592307692307693,12.0,18.0,4.3,PM-2.5,23.0,47.0,36.0,2.0,995.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-07-30,117,4.3382978723404255,11.66842105263158,4.592307692307693,39.625,42.0,4.3,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-07-31,175,0.1,9.6,6.5,39.625,102.0,5.1,PM-2.5,28.0,79.0,32.0,0.7,1000.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-07-31,156,3.0,11.66842105263158,1.0,56.0,65.0,4.3,PM-2.5,28.0,75.0,33.0,1.0,1000.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-07-31,139,2.0,11.0,4.592307692307693,37.0,51.0,4.3,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-07-31,153,5.0,26.0,4.592307692307693,46.0,60.0,4.3,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-07-31,149,3.0,10.0,4.592307692307693,48.0,55.0,4.3,PM-2.5,28.0,75.0,33.0,1.0,1000.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-07-31,153,6.0,18.0,4.592307692307693,60.0,59.0,4.3,PM-10,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-07-31,155,5.0,13.0,4.592307692307693,43.0,63.0,4.3,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-07-31,157,3.0,17.0,4.592307692307693,58.0,68.0,4.3,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-07-31,156,5.0,11.66842105263158,4.592307692307693,46.0,65.0,4.3,PM-2.5,28.0,79.0,32.0,1.0,1000.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-08-02,134,3.875776397515528,11.656302521008405,3.661904761904762,28.506944444444443,49.0,4.8,PM-2.5,27.0,88.0,29.0,1.5,1000.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-08-02,160,0.1,7.8,8.2,28.506944444444443,72.0,4.6,PM-2.5,27.0,88.0,29.0,1.5,1000.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-08-02,112,3.0,11.656302521008405,1.0,50.0,40.0,4.8,PM-10,28.0,100.0,28.0,1.5,999.5
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-08-02,129,1.0,7.0,3.661904761904762,34.0,47.0,4.8,PM-2.5,28.0,100.0,28.0,1.5,999.5
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-08-02,84,4.0,14.0,3.661904761904762,21.0,28.0,4.8,PM-2.5,28.0,100.0,28.0,1.5,999.5
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-08-02,124,2.0,5.0,3.661904761904762,35.0,45.0,4.8,PM-2.5,28.0,100.0,28.0,1.5,999.5
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-08-02,142,5.0,7.0,3.661904761904762,60.0,52.0,4.8,PM-10,28.0,100.0,28.0,1.5,999.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-08-02,129,3.0,11.0,3.661904761904762,30.0,47.0,4.8,PM-2.5,28.0,100.0,28.0,1.5,999.5
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-08-02,152,4.0,11.0,3.661904761904762,53.0,57.0,4.8,PM-2.5,28.0,100.0,28.0,1.5,999.5
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-08-02,119,4.0,11.656302521008405,3.661904761904762,29.0,43.0,4.8,PM-2.5,28.0,100.0,28.0,1.5,999.5
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-08-02,117,3.875776397515528,11.656302521008405,3.661904761904762,28.506944444444443,42.0,4.8,PM-2.5,26.0,83.0,29.0,3.6,1000.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-08-03,173,0.1,10.1,5.3,28.506944444444443,99.0,5.1,PM-2.5,26.0,83.0,29.0,3.6,1000.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-08-03,157,4.0,11.656302521008405,1.0,55.0,68.0,4.8,PM-2.5,26.0,94.0,27.0,1.8,1000.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-08-03,156,1.0,12.0,3.661904761904762,54.0,65.0,4.8,PM-2.5,26.0,83.0,29.0,3.6,1000.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-08-03,129,4.0,19.0,3.661904761904762,34.0,47.0,4.8,PM-2.5,26.0,94.0,27.0,1.8,1000.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-08-03,166,3.0,8.0,3.661904761904762,55.0,84.0,4.8,PM-2.5,26.0,94.0,27.0,1.8,1000.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-08-03,169,5.0,12.0,3.661904761904762,64.0,91.0,4.8,PM-2.5,26.0,94.0,27.0,1.8,1000.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-08-03,163,2.0,10.0,3.661904761904762,51.0,78.0,4.8,PM-2.5,26.0,83.0,29.0,3.6,1000.0
Hà Nội,"36A Phạm Văn Đồng, Vietnam",21.05121,105.78232,2021-08-03,170,4.0,15.0,3.661904761904762,52.0,93.0,4.8,PM-2.5,26.0,94.0,27.0,1.8,1000.0
Hà Nội,"Mầm non Kim Liên, Vietnam",21.0072,105.83572,2021-08-03,156,4.0,11.656302521008405,3.661904761904762,45.0,66.0,4.8,PM-2.5,26.0,94.0,27.0,1.8,1000.0
Hà Nội,"United Nations International School of , Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",21.0811211,105.8180306,2021-08-02,117,3.875776397515528,11.656302521008405,3.661904761904762,28.506944444444443,42.0,4.8,PM-2.5,24.0,53.0,35.0,4.1,999.0
Hà Nội,"US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",21.0215063,105.8188748,2021-08-09,199,0.1,6.0,4.5,28.506944444444443,149.0,6.1,PM-2.5,28.0,84.0,31.0,1.0,1003.0
Hà Nội,"UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",21.04975,105.74187,2021-08-09,163,4.0,11.656302521008405,1.0,70.0,79.0,3.0,PM-2.5,28.0,84.0,31.0,1.2,1003.0
Hà Nội,"UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",20.98832,105.854897,2021-08-09,166,3.0,9.0,3.661904761904762,57.0,84.0,4.8,PM-2.5,28.0,84.0,31.0,1.0,1003.0
Hà Nội,"UBND P. Mỹ Đình I, Vietnam",21.01994,105.77056,2021-08-09,166,6.0,20.0,3.661904761904762,56.0,84.0,4.8,PM-2.5,28.0,84.0,31.0,1.0,1003.0
Hà Nội,"Chi cục BVMT, Vietnam",21.01525,105.80013,2021-08-09,183,4.0,7.0,3.661904761904762,75.0,117.0,4.8,PM-2.5,28.0,86.5,30.5,1.8,1003.0
Hà Nội,"Tòa nhà quản lý Hồ Thành Công, Vietnam",21.02022,105.81232,2021-08-09,188,9.0,12.0,3.661904761904762,82.0,128.0,4.8,PM-2.5,28.0,84.0,31.0,1.0,1003.0
Hà Nội,"UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",21.00577,105.74842,2021-08-09,176,6.0,12.0,3.661904761904762,60.0,104.0,4.8,PM-2.5,28.0,84.0,31.0,1.0,1003.0
